filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
1raga-ananda_bhairavi-arohanam_avarohanam.mp3,0.220391302,0.111102372,2465.684393,2252.388291,4844.259986,0.120592439,-225.6422976,60.18553401,-25.32423368,11.00605046,-19.80701159,-2.054814507,-7.88383803,-2.683759794,-4.88175774,9.368094023,-7.204785761,-0.528072221,-11.61319383,2.385616772,-1.744714733,-11.10109663,2.798925809,-1.62477507,-4.775012532,2.172590044,Anandabhairavi
raga-ananda_bhairavi-signature.mp3,0.199074863,0.095984206,2217.386359,2179.200658,4372.421249,0.089497731,-212.8902485,72.70236949,-24.37611188,26.37056547,-14.47348251,-12.31041765,-10.33087396,-1.773931622,-6.626261866,7.210790176,-8.619816145,1.470892803,-11.69420846,3.026224028,-1.899335142,-10.61690785,5.058121935,1.42951474,-6.942893091,2.564713694,Anandabhairavi
raga-ananda_bhairavi-carnatic-singara_velavan.mp3,0.219398524,0.13166976,2126.877138,2048.86571,4136.518322,0.085798072,-169.5162315,77.69464122,-35.11707693,25.24106791,-19.63022099,-8.44952302,-13.82023089,-0.768133785,-2.245211583,5.895612348,-8.869199927,-0.294477513,-12.68899005,2.32545257,-5.281514853,-11.56922006,5.18969298,-4.004283957,-8.358515801,-4.109845028,Anandabhairavi
anupamagunambudhi.mp3,0.29014756,0.10782712,1168.897122,1310.005108,2214.664322,0.051771132,-214.5574888,153.9355359,-14.45893748,49.71866994,-7.507325887,-6.215959139,-1.764869839,9.367352598,-13.63363492,-1.359153637,6.288724329,-10.48769728,4.863893111,-4.445341289,4.261411274,0.133702146,-3.173779688,4.031665299,1.27404037,-1.006190083,Atana
elaneedayaradu.mp3,0.228152329,0.212139398,1405.100068,1676.886291,2592.282719,0.058548408,-177.8618008,105.4596898,-28.86610244,21.9837362,9.078806531,-27.67041781,-24.14126275,17.80868638,-13.89063633,4.252546746,-4.515869804,-9.266169094,7.441420982,8.576087706,-10.73793203,-1.092107214,-8.409133579,11.55667713,1.962486861,5.703033198,Atana
Paramapavana-Ranjani-Adi-RK.mp3,0.299566243,0.187192664,1399.232711,1522.31132,2565.219369,0.080295769,-120.8033895,149.8345926,-43.52823837,16.52229589,-1.501464328,-1.521302605,-25.08309175,-17.28793486,-26.38898885,9.283975009,-17.49857505,11.60492961,-15.34423545,-5.305471633,-11.20373805,-8.779396958,-13.89178529,-8.876590629,-1.504871729,1.342128347,Atana
sakalagraha.mp3,0.259670386,0.379149228,2066.753395,2065.066104,3776.646383,0.096581918,-83.1123595,82.17454941,-15.66886004,38.86908057,3.632884128,-35.93248329,-25.04887875,0.171185901,-21.86794112,-3.737622021,-7.329257147,-7.660192219,-8.166520045,0.927688084,-6.399941155,-4.632909378,-6.291521981,6.350893432,-6.372831531,0.352224304,Atana
srikumara.mp3,0.232455042,0.147080109,1589.60809,1499.482311,2927.509576,0.072953696,-185.226274,127.6304592,-49.8250187,51.10831985,-28.76744251,-3.853286129,-27.84428024,0.730709329,-23.52352094,-5.254344721,4.488618671,-20.45066872,2.104467033,-5.303634766,-0.022978149,-14.17905809,-5.494608053,-4.069717589,-4.119266679,-3.916709991,Atana
shri-mahaganapathim-atana.mp3,0.29767188,0.065194525,1141.064406,1066.166694,2145.109451,0.063916951,-264.3598367,169.8093687,-57.42917169,13.82582854,-22.78069239,-19.0881618,-27.68885598,-40.32529225,-17.08101373,-29.55903197,-16.94067378,-18.89384487,-12.27125931,-2.17981123,-10.56724842,-1.32611002,-7.087660451,-9.390235531,-11.01278967,-5.734764276,Atana
06a-paramapavani-atana-alapana-gnb-c01.mp3,0.25144346,0.060892265,1317.843885,1666.272052,2289.624364,0.062688454,-270.5630155,140.0554629,-15.41972131,-8.004984123,-4.813663623,-28.39608905,-26.4637043,16.97251573,-0.543935414,-9.308342858,-2.639699848,6.51691807,-5.444192606,5.029346363,-5.720997306,-4.818994358,0.297096365,12.00977252,1.762266325,3.555838891,Atana
06c-paramapavani-atana-swarakalpana-gnb-c01.mp3,0.274872084,0.067793399,1240.067642,1479.607648,1971.550334,0.068280876,-264.5010323,153.7657466,-11.4409887,-3.794038482,2.00058087,-37.24884767,-43.35414227,19.7608582,8.557225327,-13.94094233,-14.38679503,1.043954118,-5.184648484,12.40735371,-2.559399079,-10.79937266,-7.183035363,10.89150452,3.434521543,6.784544211,Atana
1raga-atana-arohanam_avarohanam.mp3,0.276802959,0.116148442,2502.439528,2220.444932,4827.075362,0.130789382,-199.1352313,66.50814875,-32.97426086,6.622854272,-30.89323768,-4.997090764,-16.76785357,-11.01776402,-19.61139857,-1.573078579,-15.33637439,-6.620054965,-14.61040198,-0.561094835,-7.829884055,-5.229538742,2.533541459,-0.731443406,-0.377296492,-1.328556527,Atana
raga-atana-signature.mp3,0.26815879,0.156544998,2094.946564,1930.269415,3950.624167,0.107764777,-151.3666962,79.2894777,-56.61642218,1.091630964,-34.41009861,-1.629770151,-16.04656215,-14.84372134,-17.70905726,-1.84568928,-21.49654679,-9.700092733,-19.69353012,-1.366661881,-8.977421321,-2.191609812,-1.46801226,-1.72537111,1.744295285,-0.570824032,Atana
raga-atana-carnatic-anupama_gunambudhi.mp3,0.240550684,0.136392713,2131.081929,2034.035722,3988.854038,0.100436591,-160.8733903,76.70149912,-40.40398079,8.310459461,-35.26713012,-14.42013181,-12.83836979,-11.73917824,-25.72389737,-1.363171941,-20.48540945,-4.497881634,-23.50819761,-3.598040442,-8.875469847,-8.699022566,2.780049046,-4.447433026,-5.270954113,0.194653037,Atana
inthachalamu-begada-varnam.mp3,0.262491773,0.122984722,1271.692465,1120.497798,2400.464746,0.074563069,-216.6539115,151.9218337,-40.58530438,32.46291982,5.07789716,-28.17641698,-7.129303867,-1.679753911,-15.34793412,-0.260858661,2.221464475,-8.894377463,3.936410362,-0.160895719,2.438861354,4.222930133,-2.512837905,0.676847782,1.942612885,-1.15834782,Bageda
lokavanachatura.mp3,0.30361859,0.075849898,1153.038518,1134.4682,2090.895269,0.061999816,-234.533258,175.078738,-40.10498096,24.56506225,-3.803608892,-7.935247256,-16.53211441,3.376071367,-15.11125228,-0.558961542,6.685777725,-10.99030816,2.178094734,-2.34430181,6.257314411,-6.393295756,-5.284549069,2.517264731,2.844997003,0.98281274,Bageda
nadopasana.mp3,0.252340761,0.104294151,1614.383077,1451.127513,3140.417091,0.076647404,-205.206099,135.2221988,-50.9517749,47.16570382,-41.00652055,-10.00848118,-6.949497861,4.422035528,-18.53687703,9.878996239,10.8374114,-16.98632067,5.406601658,-2.956294618,0.312086537,-6.240505642,1.008984075,-3.581058118,0.829954567,-2.330078059,Bageda
thiagarajaya.mp3,0.258340655,0.486011147,2042.304577,2093.273216,3923.585812,0.082886805,-25.13821401,91.09422569,-17.49019608,37.55757449,4.601176325,-19.47268719,-18.52126697,-9.699333363,-20.90285755,-2.729689062,-0.610698147,-4.496272066,-0.624529536,1.49533282,-10.01939395,-5.233954971,-5.63366607,4.664730649,-5.206749989,1.13890098,Bageda
vallabhanayakasya.mp3,0.249878617,0.454377949,1670.921601,1921.849805,3161.256682,0.067400383,-52.08776862,113.2290293,-13.55829193,32.1641615,2.059649924,-15.9438718,-9.416970149,-13.72562972,-20.61656712,1.274629656,-4.130188487,-6.144596636,-2.656137173,1.654266266,-6.028109813,-5.327652861,-7.256086007,6.096314412,-2.570365634,1.015590583,Bageda
08a-rtp-begada-alapana-mdr-c01.mp3,0.256685737,0.104992166,553.5707318,1038.916164,705.9591283,0.029686536,-303.9452503,170.5305145,56.46165091,11.98583261,12.38036543,2.775246786,-4.895233245,0.146960418,-0.348951287,-6.546998544,-6.809608632,-5.345769435,-6.824571964,-5.17802805,0.913876648,3.053873017,-2.956515456,-8.887813098,-6.890369526,-2.360037755,Bageda
08b-rtp-begada-tanam-mdr-c01.mp3,0.261543204,0.165517882,598.5866538,920.9810738,767.6593163,0.036692791,-251.857282,174.6696506,47.66483618,0.014205134,2.941460835,-4.688155584,-14.01839772,-9.613430633,-9.340696709,-13.59082695,-9.41008729,-3.943761995,-5.959473081,-4.867823936,1.620454098,2.251191471,-4.500634507,-7.478433437,-5.702245324,-4.420216299,Bageda
12a-begada-alapana-dkp-c01.mp3,0.316993443,0.094267301,1978.885934,1713.662992,3404.614371,0.137969067,-163.3387243,102.8981318,-35.33576156,62.0321204,-12.49677492,-31.75595142,-18.25046398,47.31477522,23.83739548,5.165926456,1.632140643,0.542405848,17.82987978,23.02456414,-17.40130294,0.202565676,-5.227962789,10.90216749,4.536734795,-7.189641258,Bageda
04a-begada-alapana-gnb-c01.mp3,0.240855435,0.038607515,1494.605923,1783.047506,2465.964176,0.071094657,-285.3943181,131.4774112,-28.01070865,-13.75753659,2.007380891,-22.51008508,-34.10857598,17.65409554,6.753240906,-0.029234672,-0.401565324,5.311055551,-10.39619086,9.740206995,-1.899817678,-2.543995349,-2.308012718,7.684515779,-2.666195747,10.17373755,Bageda
08d-rtp-begada-pallavi-swarakalpana-mdr-c01.mp3,0.303072087,0.236100346,574.7222429,847.5532946,763.3226816,0.036042411,-229.6800344,195.7696656,44.32147751,-0.259559547,2.718899766,-5.779681309,-13.74049821,-9.912233736,-9.360243375,-10.62196374,-7.678903766,-5.681165511,-7.417583745,-4.932861358,-1.637270147,-1.603248119,-5.399289676,-7.115670421,-6.234764604,-4.158120528,Bageda
1raga-begada-arohanam_avarohanam.mp3,0.225366372,0.096652687,2364.680586,2257.049971,4785.190937,0.109742074,-267.1364083,60.59689396,-21.59002592,9.011567191,-17.06400842,-3.370117615,-9.635080083,-6.204941761,-6.227693586,2.765657967,-9.2347665,-0.077975216,-13.02762803,2.038159721,-5.917289323,-8.777037242,5.972080768,2.730229489,2.277255662,4.064290918,Bageda
raga-begada-signature.mp3,0.226509476,0.126659885,1964.65836,2026.914266,3874.43312,0.083023966,-212.2366275,78.96278193,-35.50495217,14.1145978,-18.74659805,-6.751498652,-11.83490017,-4.12165784,-4.037939546,1.912065291,-12.60683184,-6.224121964,-9.72614511,3.624563684,-3.768375027,-9.807023994,4.972348194,-3.724192328,-7.147312056,2.088897877,Bageda
raga-begada-carnatic-vallabha_nayakasya.mp3,0.235924808,0.121855408,2184.493392,2092.550301,4186.014695,0.090869906,-193.4907018,73.44850864,-34.52279904,11.82944126,-27.4953626,-4.966109911,-9.118073528,-6.288668196,-6.441763658,7.00215222,-15.63994557,-6.975502067,-11.41730398,6.218730369,-7.963563453,-11.92644333,6.155838388,-1.696097141,-7.977664237,3.579837186,Bageda
srirama-bhairavi-geetham.mp3,0.39553251,0.170403853,1039.458956,1444.309783,2251.25702,0.030607838,-211.2927463,130.2273036,-8.834420358,19.84039333,12.60967064,-13.46396815,-4.476432337,3.265415421,-2.977529241,-7.826627942,-16.73091732,6.564071595,11.40599861,7.24855845,6.635508267,1.848291523,0.590303798,5.148452331,3.380544619,8.138270162,Bhairavi
viriboni-bhairavi.mp3,0.388394279,0.134888351,956.5400468,1447.038683,1936.432342,0.023341431,-243.2192026,119.8308723,1.643385318,22.77870329,11.77704343,-10.87643985,1.82803584,3.250350113,-2.403277168,2.22205846,-8.022365188,3.361156902,9.715140652,5.925542053,4.024259171,-2.16066838,-2.06704728,5.037326076,3.51585972,4.504196821,Bhairavi
balagopala.mp3,0.25811821,0.057483371,1660.776249,1733.786379,2839.895809,0.082163877,-257.2794276,119.7055583,-28.71427076,17.45112676,4.437623692,-36.56775868,-16.92670745,7.509492389,-26.52450325,7.254177518,4.333770309,-9.082024291,-3.156074265,5.015321811,-7.286820894,5.349239118,-6.745812756,8.971163953,2.987836472,6.381956774,Bhairavi
chintayamaam.mp3,0.255141017,0.325921595,1521.255873,1911.363343,2984.260751,0.060402629,-106.1350166,121.8946133,-12.66151242,22.25266945,8.261124741,-30.56721031,-9.992427821,-3.766742979,-20.26397218,6.612507714,-10.83300678,-6.447612579,-1.406377012,-4.465097377,-14.52073521,0.806734694,-11.27455127,2.997869281,-2.866109499,-0.236782639,Bhairavi
enatinomu-class.mp3,0.376498849,0.029689474,1478.05672,1070.098133,2349.987318,0.109749358,-307.5733526,139.702141,-103.4984949,-17.57072876,-41.54472681,-6.90367993,-6.656386464,-35.42268182,-12.30397141,-22.11514829,-8.656564729,-11.72206867,-6.581809372,5.787331889,-4.921426971,-0.8223603,-14.90877807,-17.03583873,-8.560643213,-7.47370915,Bhairavi
kamakshi-detailed.mp3,0.350657936,0.19780609,1090.811044,1285.125331,2219.038449,0.047375184,-194.0902504,145.1134953,-4.693430039,42.56708891,10.3633805,-3.406292792,-4.81911063,0.053108506,-7.665818935,3.327118318,0.851513898,-2.953686115,5.191945331,-1.561593716,2.11589848,-1.543362749,1.051923014,1.696212365,3.204034728,-1.303272497,Bhairavi
srilalithe.mp3,0.256653032,0.053292099,1532.177797,1328.341164,2844.957299,0.088205188,-282.1040777,143.8233834,-38.80148624,56.77730723,-7.512369487,-37.42001537,-4.662644961,10.73204948,-31.671459,1.354412651,8.665341762,-18.14169095,8.87865338,-0.64109903,4.882640983,0.635456238,-1.690096742,1.163447207,0.67704175,0.955610491,Bhairavi
upacharamu-class.mp3,0.248939676,0.121087708,1259.384142,1174.272605,2400.452248,0.067268323,-204.7006295,154.9379436,-60.68348064,31.88025772,-18.05457761,-21.21087601,-26.371787,-38.11508485,-21.97628689,-31.83195771,-9.011043586,-18.67500328,-12.27317881,-0.040262105,-10.63189408,0.774712603,-11.45003486,-10.05826965,-6.93248297,-9.196759027,Bhairavi
05a_bhairavi_alapana-ssi-c09.mp3,0.291177321,0.022913042,2095.678315,2359.615942,4753.770152,0.090736429,-267.2279325,102.5115862,-6.264512927,28.91305742,-4.254496217,18.34160975,-12.73675704,8.397240912,-21.4577278,9.995452086,-11.5531663,6.245191969,-16.22782132,2.361051596,-2.500796617,8.572509513,-16.17068531,-1.986746391,-3.018974346,0.931541149,Bhairavi
05c_amba_kamakshi_bhairavi_neraval-ssi-c09.mp3,0.255384221,0.041853592,1698.231001,1937.165718,3379.594364,0.078911691,-244.5224889,118.0792677,-20.49877878,33.96926627,0.104848473,11.19586877,-10.40583365,5.185228621,-23.04182867,7.102405096,-15.51289559,3.725497312,-9.452713504,8.401564218,-2.796387021,4.088104588,-16.73682225,-0.753741964,-4.612480252,2.235347556,Bhairavi
1raga-bhairavi-arohanam_avarohanam.mp3,0.253050159,0.092310816,2575.027123,2307.157765,5046.28704,0.130756807,-239.5975717,56.10160187,-23.19332952,13.17494459,-18.10802822,-9.928772697,-10.29319153,-5.373990401,-7.569285409,4.395730845,-14.31679876,2.046704602,-11.02205061,3.951687775,-2.760294369,-5.767490308,11.42702614,3.10603004,-2.412903516,-1.206378572,Bhairavi
raga-bhairavi-signature.mp3,0.231024892,0.086356148,2672.979049,2261.95735,4934.065425,0.144905325,-218.4086746,46.60660526,-28.34771716,25.23880035,-18.06137829,-26.64489504,-16.17373155,1.246933078,-14.20808233,-0.23550732,-11.25348134,4.983066644,-16.44921056,7.941506971,3.926379232,3.675366618,18.71901741,7.134087645,-2.522769762,0.718419075,Bhairavi
raga-bhairavi-carnatic-thaaye_ezhai_paal.mp3,0.251610428,0.088882878,2437.2003,2087.836889,4399.303384,0.122649562,-193.181861,65.20168733,-36.31820546,28.08798806,-22.58791475,-17.06412609,-14.63322322,-2.980087515,-13.67111708,-1.209857827,-11.37312506,3.079555586,-10.96100956,2.613331202,1.087447395,-7.821429427,8.292827122,-1.9160689,-10.46140439,0.734880506,Bhairavi
dorakuna.mp3,0.257125032,0.066385038,1548.578681,1256.910905,2763.773499,0.105817887,-275.6229502,143.844819,-52.88595191,52.1647212,-16.63609388,-37.54216171,-5.19321374,7.698570871,-26.6202666,-1.146422108,10.27402587,-14.60580042,8.319384362,-0.82444234,2.467485479,-0.143930589,-3.144958045,3.114486373,-1.697568262,-2.774525456,Bilahari
KaamaakshiBilahari.mp3,0.257069184,0.116488822,998.5882703,1229.770826,1748.888515,0.039292046,-273.4380711,147.6649163,-40.53852643,-6.728193319,-1.425068233,-18.810213,-6.386490279,2.505707695,-11.61465954,11.18104104,3.238473925,-2.324027746,2.237526309,15.95583923,12.41998032,-1.624498288,-4.740381229,-2.762079237,-0.477376819,-0.945315851,Bilahari
paridhana.mp3,0.244116009,0.148133919,1460.760466,1764.678846,2672.71042,0.066268239,-198.8415491,103.0561281,-26.82372379,19.34856605,11.15868683,-20.94610911,-22.89175518,15.70910451,-18.33062764,6.236268539,-4.38098299,-5.019702025,9.533022899,13.50673731,-13.25600062,1.559818093,-9.04765404,13.18611795,6.390066582,6.228742881,Bilahari
raravenu-swarajati.mp3,0.318621771,0.230391592,1278.0233,1630.579885,2584.440534,0.038783361,-191.7745016,101.8458176,-10.03340822,29.78851157,6.034544746,-15.67070343,-1.910990788,5.197643215,-6.580561094,3.864448156,-4.894951343,5.732027742,8.105000352,2.702188821,4.604584938,4.29673944,1.010864612,9.838051018,3.062114991,5.759905226,Bilahari
05b-tolijanma-bilahari-krithi-dkp-dkj.mp3,0.300893968,0.095873125,1280.25429,1987.379762,2215.820341,0.047031998,-197.203895,135.4293983,17.50063484,21.14528436,26.95307078,17.11920168,-18.82947405,-15.33230757,-10.21584456,-2.179279872,-8.724530816,6.342945679,3.395702547,-1.319946177,-9.911109622,0.289779903,-5.250316766,-0.327532748,-4.121812228,-1.405704956,Bilahari
03a-SriBalasubramanyam-bilahari-ssi-air96-alapana.mp3,0.299108292,0.124179631,719.5996135,797.0441957,1263.16669,0.038383214,-273.5558073,186.7408075,-5.107166021,-5.912779328,10.64741801,-4.934688954,-1.74809288,-5.216152512,-9.027898661,-4.536285488,0.233738104,2.880743039,-3.125359593,-4.80015606,-0.629591815,-4.866750669,-7.573995102,-3.71856703,-3.432989205,-7.648448721,Bilahari
04a-bilahari-alapana-mdr-c04.mp3,0.277734288,0.054511037,1064.116404,1514.303474,2051.509379,0.040950445,-281.0551786,150.5869015,-7.666753673,24.45506279,7.941653592,1.100512361,-12.58000877,1.982248921,-13.93143427,-2.318620227,-7.287689121,3.429823973,-9.905705374,2.41178099,-2.060696132,6.529154547,2.416291049,5.969571961,-1.412396389,-1.455378135,Bilahari
05a-bilahari-alapana-dkp-dkj.mp3,0.232227711,0.081169389,1441.742883,2204.128061,2464.864395,0.049891405,-224.7676205,134.5405723,24.26077152,-8.819393017,7.523917928,14.17653502,-0.450896354,-2.62019328,3.91474623,3.418495415,-8.603936607,-2.618761146,-2.557871543,0.308322064,-6.089179529,-0.523525861,-3.872656979,-1.268000354,-7.259001251,-1.552013754,Bilahari
07a-bilahari-alapana-ssi-c07.mp3,0.295835136,0.08252456,2265.678195,1612.851239,3664.031355,0.156963576,-149.4299246,83.93127281,-93.3512108,13.35226986,-3.893955648,18.32739446,-15.71402177,7.855031489,-7.416049747,14.88722845,-3.193483968,-2.04714342,-11.40898372,5.449677351,-5.909370067,9.035625024,-5.300709092,5.476612196,-8.592340393,1.994445687,Bilahari
14c-FILLER-paridhana-bilahari-neraval-gnb-c01.mp3,0.260092131,0.033269756,1520.8734,2116.867735,3511.767989,0.048450649,-315.2709246,111.5414012,33.87814556,55.65657453,-17.79605266,-17.45459149,12.66716986,20.31547477,-19.79110792,-10.3928472,-0.785461947,15.84274688,-10.59112758,0.21321996,-2.309281046,10.65089864,-1.362476912,-1.249663458,-10.06738931,3.869642058,Bilahari
1raga-bilahari-arohanam_avarohanam.mp3,0.273022825,0.124984846,2401.117904,2256.861708,4778.999322,0.124749925,-215.3793726,73.30219287,-19.67174324,11.10397036,-11.98955173,4.02542859,-5.303633005,0.44364028,0.514302498,6.942873301,-3.554694602,3.15143077,-12.37446078,8.487389717,-3.291654168,-4.247847197,6.678674877,3.379537844,0.890537347,4.0057211,Bilahari
raga-bilahari-signature.mp3,0.204608053,0.095640443,2389.613868,2223.259363,4612.367118,0.09549625,-237.5007899,51.99854543,-16.79373858,41.06614744,-19.65549723,-22.19828636,-14.97705655,-4.84122543,-15.51340851,-5.266214211,-14.25223418,-3.0487225,-10.73319539,3.39635388,-8.103805189,-10.74057483,7.625111205,2.718408607,-5.333472122,2.765810911,Bilahari
raga-bilahari-carnatic-raravenu.mp3,0.253280012,0.11784447,2167.72167,2131.528644,4302.241503,0.096849155,-198.4179346,80.85457157,-25.10540258,16.90057111,-17.70996613,-0.652644149,-6.839741207,0.817250028,-1.631842396,6.391624916,-5.976047083,1.094401313,-8.129861365,3.222891262,-4.914905595,-5.658106229,4.789926515,2.983676965,3.051797929,4.10981618,Bilahari
balakrishnan.mp3,0.234597256,0.696757793,1855.842606,2113.050313,3746.183712,0.054182215,-28.8418866,79.85809399,-17.23127757,24.06502718,-3.137685639,-6.123350546,-3.933435957,-4.820057518,-9.393988697,-0.386578295,-9.232081028,-8.498685403,-8.83265349,-3.043509333,-3.404981811,-1.129295071,-2.819167769,-0.694382638,-4.380503877,-3.569466128,Dhanyasi
ramadayajudave.mp3,0.31195875,0.061385773,1612.869539,1326.130459,2789.293406,0.105091841,-264.4938972,135.1423935,-54.03235485,47.69005768,-6.475085149,-34.95190702,-22.77147238,18.82507667,-31.43596834,-2.343063109,4.042209009,-9.464955097,6.618204673,-9.682018856,2.818519327,-5.651156254,1.88403292,-1.959454375,6.129396061,6.457842976,Dhanyasi
sangeethagnyanamu.mp3,0.243219204,0.086338565,973.8455823,1144.973279,1826.766725,0.047061471,-239.9936695,173.7730231,-13.1239494,38.94583325,-4.093898971,-11.36460883,-1.62546042,-5.788869111,-18.46913012,4.815059795,-1.482449056,-6.779437116,7.798818334,-7.711903678,5.505762236,3.305673958,-0.08604901,5.035927987,1.924542044,1.907832568,Dhanyasi
05a-dhanyasi-alapana-dkp-c04.mp3,0.247020484,0.131338209,1368.313744,1871.881668,2659.444317,0.048198432,-207.2926732,131.8950573,11.32656001,-5.151288483,-7.215311888,17.17148138,-25.6723061,-3.79490569,1.021041595,3.114591531,-18.39148465,6.925816965,-3.487065054,-5.482274571,-10.46859643,5.418206691,-6.68132979,-2.851158405,-6.272178806,1.53624531,Dhanyasi
05c-meenalochana-dhanyasi-neraval-dkp-c04.mp3,0.265935003,0.193770647,1219.213913,1630.064323,2150.302165,0.056624472,-168.2139943,152.9881785,11.81902561,-8.515604605,-9.871347317,16.82441894,-20.68620682,-9.315954812,-10.34468701,-5.239806749,-18.21157924,5.305274318,-2.018170235,-0.844322669,-8.838700527,2.491431292,-4.823512342,-3.851802125,-7.687145672,1.398376077,Dhanyasi
05d-meenalochana-dhanyasi-swarakalpana-dkp-c04.mp3,0.316655104,0.150859535,1437.482254,1857.294594,2875.413721,0.065396247,-158.8945506,129.954245,10.89350524,35.45309539,-3.642152253,-19.741622,-20.79466381,22.16121371,-11.50514294,-7.91824163,-17.28927986,-1.958384703,-5.45427278,9.70419093,-11.09198669,0.148873414,-3.284235449,1.212541625,-9.492380685,1.623602328,Dhanyasi
06a-dhanyasi-alapana-dkp-c06.mp3,0.251901988,0.148239732,1734.774646,1862.579118,3889.761312,0.075633434,-116.3459394,117.970378,-22.12672276,48.93848778,-24.41676624,20.73114307,0.083462713,-7.541972509,-0.928282574,12.03758472,-12.17244064,4.860752517,0.934656578,3.286946414,-8.158664202,-2.422144283,0.161152509,0.119821477,-12.06360951,0.2270059,Dhanyasi
